year,month,country,num_sources,num_articles,total_words
2013,9,BD,7,526,313074
2013,9,CA,357,8691,6123885
2013,9,GB,502,7805,5144785
2013,9,GH,6,493,295426
2013,9,HK,17,163,108675
2013,9,IE,68,3758,2146211
2013,9,IN,170,5886,3531158
2013,9,JM,4,455,283447
2013,9,KE,16,699,301416
2013,9,LK,10,88,54366
2013,9,MY,16,957,595021
2013,9,NG,27,1016,819988
2013,9,NZ,60,1479,777235
2013,9,PH,31,1893,989933
2013,9,PK,21,902,572965
2013,9,SG,31,877,344369
2013,9,TZ,3,217,112251
2013,9,US,1325,7435,7078408
2013,9,ZA,74,4000,2507815
2013,10,AU,179,4217,3001341
2013,10,BD,7,505,305798
2013,10,CA,347,9295,6600912
2013,10,GB,451,7984,5348035
2013,10,GH,8,362,236824
2013,10,HK,21,135,88368
2013,10,IE,74,4664,2614836
2013,10,IN,172,5774,3398003
2013,10,JM,4,415,270928
2013,10,KE,12,686,292262
2013,10,LK,12,86,58650
2013,10,MY,18,976,574022
2013,10,NG,26,1103,791273
2013,10,NZ,54,1513,779741
2013,10,PH,26,2080,1097768
2013,10,PK,23,854,559876
2013,10,SG,30,963,393733
2013,10,TZ,2,221,125005
2013,10,US,1282,7319,6993526
2013,10,ZA,75,4699,2861569
2013,11,AU,173,4192,2961905
2013,11,BD,5,416,263045
2013,11,CA,361,8869,6314976
2013,11,GB,470,7802,5221754
2013,11,GH,9,311,185802
2013,11,HK,20,136,90211
2013,11,IE,76,4396,2465635
2013,11,IN,163,4416,2536673
2013,11,JM,5,438,282576
2013,11,KE,12,668,288344
2013,11,LK,11,89,66392
2013,11,MY,21,1002,596497
2013,11,NG,28,992,768612
2013,11,NZ,56,1445,756990
2013,11,PH,27,1895,1004959
2013,11,PK,21,817,550826
2013,11,SG,30,797,309366
2013,11,TZ,2,217,123971
2013,11,US,1215,6878,6483938
2013,11,ZA,77,4092,2465832
2013,12,AU,169,3744,2547997
2013,12,BD,6,401,254632
2013,12,CA,371,8768,6234556
2013,12,GB,477,7346,4947235
2013,12,GH,9,342,204579
2013,12,HK,15,109,68367
2013,12,IE,66,3690,2062291
2013,12,IN,167,5198,2922959
2013,12,JM,5,417,261693
2013,12,KE,11,582,250215
2013,12,LK,10,73,35745
2013,12,MY,20,991,612416
2013,12,NG,24,971,712529
2013,12,NZ,52,1231,620385
2013,12,PH,30,1969,1082447
2013,12,PK,27,1031,633950
2013,12,SG,36,771,335126
2013,12,TZ,3,193,109607
2013,12,US,1213,7181,7025882
2013,12,ZA,74,2979,1755368
2014,1,AU,157,4001,2706749
2014,1,BD,5,294,177399
2014,1,CA,341,9370,6518916
2014,1,GB,497,8770,5749539
2014,1,GH,10,382,223685
2014,1,HK,16,149,93051
2014,1,IE,71,4668,2576132
2014,1,IN,150,5098,2879866
2014,1,JM,5,462,289298
2014,1,KE,11,637,260526
2014,1,LK,12,91,90672
2014,1,MY,20,1079,655656
2014,1,NG,26,1021,809764
2014,1,NZ,40,1245,646748
2014,1,PH,25,2342,1229607
2014,1,PK,22,1166,784480
2014,1,SG,27,849,334532
2014,1,TZ,2,205,113174
2014,1,US,1215,8049,7492249
2014,1,ZA,72,2858,1631912
2014,2,AU,167,4046,2904751
2014,2,BD,5,183,96644
2014,2,CA,334,8768,6074483
2014,2,GB,485,7722,5092877
2014,2,GH,8,376,242704
2014,2,HK,15,138,87711
2014,2,IE,72,4362,2429768
2014,2,IN,154,5133,2889133
2014,2,JM,5,415,264926
2014,2,KE,12,648,259325
2014,2,LK,14,129,94677
2014,2,MY,23,954,554932
2014,2,NG,27,976,797155
2014,2,NZ,43,1380,729013
2014,2,PH,26,1971,1018264
2014,2,PK,26,1043,682984
2014,2,SG,31,712,294949
2014,2,TZ,2,173,99041
2014,2,US,1160,6973,6445502
2014,2,ZA,74,2904,1669594
2014,3,AU,175,4316,3153506
2014,3,BD,6,266,139808
2014,3,CA,371,8882,6117966
2014,3,GB,498,8250,5532813
2014,3,GH,10,550,327967
2014,3,HK,17,171,121175
2014,3,IE,72,4943,2783381
2014,3,IN,162,5457,2980407
2014,3,JM,5,444,282972
2014,3,KE,12,663,293184
2014,3,LK,12,141,121328
2014,3,MY,22,996,614079
2014,3,NG,30,1142,901524
2014,3,NZ,59,1497,804206
2014,3,PH,27,2127,1098328
2014,3,PK,27,1078,730232
2014,3,SG,35,978,417573
2014,3,TZ,2,205,106961
2014,3,US,1288,7322,6914698
2014,3,ZA,81,3301,1935122
2014,4,AU,181,4357,3108625
2014,4,BD,6,306,153502
2014,4,CA,365,8451,5772155
2014,4,GB,480,7746,5131477
2014,4,GH,8,541,303456
2014,4,HK,19,194,144942
2014,4,IE,75,4852,2728185
2014,4,IN,164,5482,2949086
2014,4,JM,4,459,284553
2014,4,KE,9,627,272000
2014,4,LK,14,139,141863
2014,4,MY,23,1068,660895
2014,4,NG,26,1160,932128
2014,4,NZ,51,1274,680983
2014,4,PH,29,2078,1098277
2014,4,PK,21,1027,702648
2014,4,SG,34,860,383022
2014,4,TZ,3,142,81608
2014,4,US,1241,7212,6629113
2014,4,ZA,78,4111,2326741
2014,5,AU,192,4640,3233155
2014,5,BD,7,277,163402
2014,5,CA,361,9042,6206153
2014,5,GB,501,8564,5851978
2014,5,GH,10,592,341911
2014,5,HK,22,199,148773
2014,5,IE,79,5170,2993302
2014,5,IN,150,5287,2683171
2014,5,JM,5,454,277144
2014,5,KE,11,649,281915
2014,5,LK,12,141,117866
2014,5,MY,22,1130,672199
2014,5,NG,28,1149,944663
2014,5,NZ,59,1447,707443
2014,5,PH,28,2272,1218214
2014,5,PK,26,1005,730967
2014,5,SG,43,1028,443839
2014,5,TZ,3,195,103355
2014,5,US,1291,7817,7217843
2014,5,ZA,80,4593,2602680
2014,6,AU,201,4298,2987929
2014,6,BD,8,181,91622
2014,6,CA,368,8769,6071295
2014,6,GB,466,7793,5241016
2014,6,GH,10,584,344365
2014,6,HK,14,176,124195
2014,6,IE,85,5223,2960412
2014,6,IN,138,4920,2513617
2014,6,JM,5,404,248936
2014,6,KE,12,619,278904
2014,6,LK,11,163,135155
2014,6,MY,22,1142,613607
2014,6,NG,28,1017,787176
2014,6,NZ,56,1499,759648
2014,6,PH,29,2345,1226415
2014,6,PK,26,1002,630438
2014,6,SG,38,1172,521878
2014,6,TZ,3,180,100200
2014,6,US,1210,7293,6815844
2014,6,ZA,77,4686,2601871
2014,7,AU,176,4542,3089316
2014,7,BD,6,228,127506
2014,7,CA,383,8837,5959705
2014,7,GB,477,8387,5532211
2014,7,GH,9,596,358446
2014,7,HK,14,188,131577
2014,7,IE,93,5654,3262123
2014,7,IN,147,4971,2519538
2014,7,JM,4,449,273096
2014,7,KE,9,636,279322
2014,7,LK,11,184,176166
2014,7,MY,24,1122,608987
2014,7,NG,26,1057,876138
2014,7,NZ,58,1596,829562
2014,7,PH,34,2306,1217220
2014,7,PK,30,1054,641126
2014,7,SG,34,1375,597554
2014,7,TZ,2,156,85280
2014,7,US,1231,7366,6568805
2014,7,ZA,82,5330,2918719
2014,8,AU,173,4137,2937905
2014,8,BD,5,228,134244
2014,8,CA,374,8195,5664139
2014,8,GB,404,7427,5100846
2014,8,GH,10,607,346113
2014,8,HK,13,156,116701
2014,8,IE,85,4921,2793274
2014,8,IN,136,4754,2457623
2014,8,JM,4,435,286946
2014,8,KE,11,593,268113
2014,8,LK,13,219,125409
2014,8,MY,22,1192,665633
2014,8,NG,23,1070,879061
2014,8,NZ,54,1500,761631
2014,8,PH,33,2405,1259030
2014,8,PK,25,1021,607655
2014,8,SG,40,1387,607511
2014,8,TZ,3,176,92936
2014,8,US,1210,7160,6585593
2014,8,ZA,77,4929,2727116
2014,9,AU,203,4622,3283482
2014,9,BD,6,343,210128
2014,9,CA,393,8696,5957133
2014,9,GB,370,8025,5649370
2014,9,GH,8,584,319837
2014,9,HK,17,153,112007
2014,9,IE,90,5066,2673064
2014,9,IN,137,4991,2578256
2014,9,JM,5,420,259857
2014,9,KE,12,671,305792
2014,9,LK,14,267,152165
2014,9,MY,21,1237,711604
2014,9,NG,28,1063,894240
2014,9,NZ,60,1812,926355
2014,9,PH,31,2254,1206587
2014,9,PK,27,952,571436
2014,9,SG,47,1649,713099
2014,9,TZ,2,191,99314
2014,9,US,1179,7356,6790692
2014,9,ZA,79,5254,2936389
2014,10,AU,203,4577,3169135
2014,10,BD,6,357,214461
2014,10,CA,393,9121,6310738
2014,10,GB,368,8288,5856469
2014,10,GH,10,629,311929
2014,10,HK,18,177,125104
2014,10,IE,93,6126,3445099
2014,10,IN,131,4745,2466718
2014,10,JM,5,445,269226
2014,10,KE,12,750,340957
2014,10,LK,14,328,170653
2014,10,MY,23,1264,724537
2014,10,NG,24,940,784433
2014,10,NZ,61,1834,933200
2014,10,PH,43,2740,1409344
2014,10,PK,28,970,593754
2014,10,SG,48,1954,862121
2014,10,TZ,2,193,95853
2014,10,US,1208,7615,7357251
2014,10,ZA,89,5751,3296979
2014,11,AU,192,4550,3237139
2014,11,BD,6,305,175386
2014,11,CA,455,8879,6174659
2014,11,GB,366,7796,5611456
2014,11,GH,12,636,316922
2014,11,HK,19,164,118325
2014,11,IE,83,6045,3398252
2014,11,IN,121,4781,2430973
2014,11,JM,5,434,273578
2014,11,KE,14,751,326409
2014,11,LK,14,279,158573
2014,11,MY,25,1216,700334
2014,11,NG,24,804,655169
2014,11,NZ,52,1587,811780
2014,11,PH,43,2525,1346152
2014,11,PK,28,1038,685889
2014,11,SG,49,1666,695162
2014,11,TZ,2,187,100343
2014,11,US,1119,6748,6147046
2014,11,ZA,90,5006,2950124
2014,12,AU,201,4444,3019053
2014,12,BD,8,323,190526
2014,12,CA,470,9586,6743158
2014,12,GB,438,8209,5726991
2014,12,GH,12,694,335560
2014,12,HK,19,146,102849
2014,12,IE,88,6300,3453776
2014,12,IN,137,4872,2429241
2014,12,JM,5,413,264045
2014,12,KE,13,736,328737
2014,12,LK,13,259,128958
2014,12,MY,23,1195,713958
2014,12,NG,33,881,702483
2014,12,NZ,55,1664,825753
2014,12,PH,40,2674,1368720
2014,12,PK,32,1120,793046
2014,12,SG,44,1576,660289
2014,12,TZ,2,200,102665
2014,12,US,1299,8447,7740027
2014,12,ZA,85,4339,2433064
2015,1,AU,188,3680,2443969
2015,1,BD,7,350,221280
2015,1,CA,392,8608,5888907
2015,1,GB,362,7745,5452318
2015,1,GH,14,795,401824
2015,1,HK,20,200,126838
2015,1,IE,91,6051,3484356
2015,1,IN,120,4574,2319724
2015,1,JM,5,467,295558
2015,1,KE,9,773,321962
2015,1,LK,19,330,179507
2015,1,MY,26,1238,704183
2015,1,NG,33,867,701884
2015,1,NZ,55,1687,848709
2015,1,PH,43,2735,1341941
2015,1,PK,30,1265,861377
2015,1,SG,51,2299,984204
2015,1,TZ,2,273,128547
2015,1,US,1084,7169,6413720
2015,1,ZA,90,4972,2832315
2015,2,AU,188,4120,2872122
2015,2,BD,7,319,192817
2015,2,CA,388,8189,5442477
2015,2,GB,349,7398,5259609
2015,2,GH,12,750,352219
2015,2,HK,19,191,113297
2015,2,IE,90,5709,3271944
2015,2,IN,113,4138,2131598
2015,2,JM,5,391,232427
2015,2,KE,11,694,302450
2015,2,LK,15,314,148760
2015,2,MY,22,1087,609825
2015,2,NG,32,828,642102
2015,2,NZ,60,1753,897025
2015,2,PH,42,2657,1322835
2015,2,PK,32,1113,737460
2015,2,SG,52,2330,1006849
2015,2,TZ,2,252,129567
2015,2,US,1058,6809,6066681
2015,2,ZA,92,4911,2974987
2015,3,AU,209,4493,2974819
2015,3,BD,6,348,231469
2015,3,CA,416,9639,6424975
2015,3,GB,397,8745,6253764
2015,3,GH,12,896,415824
2015,3,HK,22,310,210033
2015,3,IE,96,6150,3502680
2015,3,IN,117,4643,2489104
2015,3,JM,4,438,248243
2015,3,KE,13,850,359980
2015,3,LK,15,481,227605
2015,3,MY,23,1194,661909
2015,3,NG,34,836,649110
2015,3,NZ,64,1888,1011775
2015,3,PH,50,3333,1705122
2015,3,PK,29,1208,708166
2015,3,SG,55,2960,1231634
2015,3,TZ,3,293,152105
2015,3,US,1163,7996,7243652
2015,3,ZA,92,6290,3774862
2015,4,AU,221,4167,2878737
2015,4,BD,7,296,198561
2015,4,CA,425,8828,5774658
2015,4,GB,371,7976,5712661
2015,4,GH,13,838,375855
2015,4,HK,23,389,272624
2015,4,IE,110,5760,3235426
2015,4,IN,112,4540,2284932
2015,4,JM,6,412,245670
2015,4,KE,12,802,332971
2015,4,LK,16,443,203774
2015,4,MY,23,1170,648648
2015,4,NG,26,684,474774
2015,4,NZ,59,1838,962584
2015,4,PH,44,3364,1698188
2015,4,PK,31,1202,812783
2015,4,SG,59,3383,1417266
2015,4,TZ,3,297,153097
2015,4,US,1091,7491,6625662
2015,4,ZA,95,6147,3647865
2015,5,AU,216,4292,2812068
2015,5,BD,7,324,192072
2015,5,CA,400,8194,5296168
2015,5,GB,353,8049,5598243
2015,5,GH,13,753,346906
2015,5,HK,27,440,284599
2015,5,IE,100,5694,3152383
2015,5,IN,106,4248,2140067
2015,5,JM,6,429,254117
2015,5,KE,11,808,339732
2015,5,LK,18,517,217618
2015,5,MY,25,1105,587943
2015,5,NG,33,767,577923
2015,5,NZ,60,1821,988852
2015,5,PH,51,2968,1583907
2015,5,PK,33,1142,726538
2015,5,SG,64,3618,1578986
2015,5,TZ,3,243,117497
2015,5,US,1071,7190,6353974
2015,5,ZA,94,5847,3589471
2015,6,AU,212,4322,2830301
2015,6,BD,7,327,223347
2015,6,CA,463,9147,5930180
2015,6,GB,368,8203,5826103
2015,6,GH,12,670,303246
2015,6,HK,24,499,304374
2015,6,IE,104,5478,3048637
2015,6,IN,104,4395,2144022
2015,6,JM,6,445,262553
2015,6,KE,12,969,415472
2015,6,LK,19,502,211713
2015,6,MY,27,1052,562552
2015,6,NG,40,743,506022
2015,6,NZ,59,2007,1052366
2015,6,PH,50,3343,1706290
2015,6,PK,35,1090,653064
2015,6,SG,65,3399,1458183
2015,6,TZ,4,287,135799
2015,6,US,1109,7590,6766824
2015,6,ZA,94,5874,3604312
2015,7,AU,207,3897,2621518
2015,7,BD,5,301,178594
2015,7,CA,478,8727,5527528
2015,7,GB,377,8181,5639946
2015,7,GH,14,707,328887
2015,7,HK,24,455,276015
2015,7,IE,90,5691,3109615
2015,7,IN,103,4358,2210895
2015,7,JM,6,434,251052
2015,7,KE,13,943,401110
2015,7,LK,22,527,260525
2015,7,MY,25,1014,539885
2015,7,NG,41,701,462298
2015,7,NZ,56,1541,834415
2015,7,PH,53,3367,1818154
2015,7,PK,35,1097,651331
2015,7,SG,64,3969,1731623
2015,7,TZ,3,305,146880
2015,7,US,1090,7586,6628456
2015,7,ZA,88,6355,3790264
2015,8,AU,174,3641,2365355
2015,8,BD,7,346,218284
2015,8,CA,475,7179,4603092
2015,8,GB,382,7031,4705877
2015,8,GH,13,741,342785
2015,8,HK,24,323,193400
2015,8,IE,91,4839,2654187
2015,8,IN,99,4219,2106991
2015,8,JM,7,415,240574
2015,8,KE,15,992,432386
2015,8,LK,17,473,233326
2015,8,MY,26,1011,532794
2015,8,NG,34,755,544111
2015,8,NZ,50,1050,566759
2015,8,PH,54,3177,1676083
2015,8,PK,30,1166,753040
2015,8,SG,62,3659,1548355
2015,8,TZ,4,264,120716
2015,8,US,1048,7088,6139668
2015,8,ZA,98,6015,3703738
2015,9,AU,182,3600,2271856
2015,9,BD,7,357,196686
2015,9,CA,471,6994,4460115
2015,9,GB,391,7199,4941480
2015,9,GH,13,800,380344
2015,9,HK,22,340,206658
2015,9,IE,113,4639,2507750
2015,9,IN,107,4081,1994142
2015,9,JM,6,538,291847
2015,9,KE,21,1075,450482
2015,9,LK,21,630,289847
2015,9,MY,29,994,527658
2015,9,NG,34,859,648116
2015,9,NZ,55,1008,537978
2015,9,PH,54,3481,1820568
2015,9,PK,29,1039,644452
2015,9,SG,62,3600,1694086
2015,9,TZ,6,470,216784
2015,9,US,1080,7286,6418603
2015,9,ZA,103,5859,3535945
2015,10,AU,287,6816,4265868
2015,10,BD,9,385,229617
2015,10,CA,557,11267,7010794
2015,10,GB,824,11147,7403874
2015,10,GH,12,862,382386
2015,10,HK,24,362,214967
2015,10,IE,118,7886,3883650
2015,10,IN,99,4462,2194827
2015,10,JM,6,593,323853
2015,10,KE,17,1038,424963
2015,10,LK,23,1049,493830
2015,10,MY,27,987,494867
2015,10,NG,30,872,645560
2015,10,NZ,60,992,545393
2015,10,PH,59,3706,1920707
2015,10,PK,30,1103,642430
2015,10,SG,68,4283,2082599
2015,10,TZ,3,511,226618
2015,10,US,1604,10991,8783318
2015,10,ZA,100,5729,3355907
2015,11,AU,360,10106,6215327
2015,11,BD,8,352,203414
2015,11,CA,621,15052,9268353
2015,11,GB,1041,15544,10014455
2015,11,GH,14,866,385778
2015,11,HK,27,489,283166
2015,11,IE,135,11611,5500765
2015,11,IN,351,13650,6953646
2015,11,JM,6,715,337017
2015,11,KE,19,1054,458894
2015,11,LK,22,782,380114
2015,11,MY,27,879,425009
2015,11,NG,30,828,605950
2015,11,NZ,80,3181,1491183
2015,11,PH,61,5035,2435262
2015,11,PK,27,1068,563212
2015,11,SG,70,5853,2591932
2015,11,TZ,4,552,237093
2015,11,US,1983,16122,11952996
2015,11,ZA,141,9252,4608148
2015,12,AU,412,11026,6974902
2015,12,BD,9,531,284653
2015,12,CA,623,13979,8676600
2015,12,GB,1016,16216,10699279
2015,12,GH,10,1044,465597
2015,12,HK,31,771,438725
2015,12,IE,143,12253,6388680
2015,12,IN,344,13839,7055939
2015,12,JM,6,924,469195
2015,12,KE,19,1257,566037
2015,12,LK,22,1452,732628
2015,12,MY,26,1002,510596
2015,12,NG,36,1258,876108
2015,12,NZ,91,5544,2540063
2015,12,PH,61,6903,3420319
2015,12,PK,31,1406,731777
2015,12,SG,76,9125,4449155
2015,12,TZ,4,701,331777
2015,12,US,1912,16833,13123532
2015,12,ZA,141,9819,4803677
2016,1,AU,430,9501,5382606
2016,1,BD,9,3157,1148943
2016,1,CA,608,12550,8296686
2016,1,GB,1171,16371,10848648
2016,1,GH,14,6159,2216637
2016,1,HK,36,1219,604086
2016,1,IE,152,12829,5811131
2016,1,IN,321,18738,9888019
2016,1,JM,6,2056,1002093
2016,1,KE,19,4503,1487565
2016,1,LK,34,2634,1425284
2016,1,MY,53,8473,3853272
2016,1,NG,63,8288,3625515
2016,1,NZ,131,8374,3726965
2016,1,PH,59,9764,5159293
2016,1,PK,57,11175,5556954
2016,1,SG,79,8661,4085511
2016,1,TZ,3,850,366153
2016,1,US,2255,16193,11384653
2016,1,ZA,143,9954,4324707
2016,2,AU,434,9973,5862066
2016,2,BD,28,3446,1294093
2016,2,CA,584,11563,6867699
2016,2,GB,1199,14866,9024303
2016,2,GH,65,5243,1903966
2016,2,HK,93,1666,823629
2016,2,IE,160,14413,6921917
2016,2,IN,326,19593,10119951
2016,2,JM,10,1037,517207
2016,2,KE,62,1827,576394
2016,2,LK,84,2567,1268502
2016,2,MY,103,8972,3818171
2016,2,NG,60,5848,3328480
2016,2,NZ,215,9688,4329579
2016,2,PH,104,4826,2448778
2016,2,PK,166,14109,5832941
2016,2,SG,121,5462,2469784
2016,2,TZ,10,330,145772
2016,2,US,2190,15237,8808847
2016,2,ZA,217,12952,6247924
2016,3,AU,453,17630,11949378
2016,3,BD,8,1513,575175
2016,3,CA,620,23223,13910235
2016,3,GB,1318,26245,15686897
2016,3,GH,18,7480,2646269
2016,3,HK,25,1347,704456
2016,3,IE,160,24027,11841042
2016,3,IN,366,34005,17208592
2016,3,JM,6,615,279407
2016,3,KE,18,4896,1522682
2016,3,LK,21,2044,1009923
2016,3,MY,34,12537,4959146
2016,3,NG,61,15323,7321114
2016,3,NZ,95,12856,6211280
2016,3,PH,55,10904,5255869
2016,3,PK,40,14351,5669707
2016,3,SG,69,13067,5652387
2016,3,TZ,4,543,222497
2016,3,US,2382,25774,15637396
2016,3,ZA,145,16170,7998765
2016,4,AU,443,18759,12399155
2016,4,BD,11,1193,491106
2016,4,CA,627,23865,14554120
2016,4,GB,1283,23773,14273518
2016,4,GH,17,5894,2232188
2016,4,HK,26,1120,543465
2016,4,IE,158,24059,11815644
2016,4,IN,361,34452,16993128
2016,4,JM,6,511,230803
2016,4,KE,23,15945,8772744
2016,4,LK,21,1200,558527
2016,4,MY,38,9577,3833445
2016,4,NG,71,12531,5670452
2016,4,NZ,98,11839,5737025
2016,4,PH,47,10133,5019052
2016,4,PK,40,9942,3877887
2016,4,SG,69,9529,4147358
2016,4,TZ,4,442,163328
2016,4,US,2537,24863,15121990
2016,4,ZA,150,12691,6212526
2016,5,AU,494,19819,13049368
2016,5,BD,10,1201,468375
2016,5,CA,663,22646,13666809
2016,5,GB,1237,21339,12949919
2016,5,GH,22,5451,2131150
2016,5,HK,29,1271,591322
2016,5,IE,170,23406,11406161
2016,5,IN,407,37303,18430311
2016,5,JM,8,700,316181
2016,5,KE,26,9779,4373641
2016,5,LK,24,1455,732966
2016,5,MY,42,11273,4542013
2016,5,NG,74,14244,6423837
2016,5,NZ,109,12126,6081649
2016,5,PH,51,9464,4717469
2016,5,PK,43,13393,5154792
2016,5,SG,76,11132,5029814
2016,5,TZ,5,501,208200
2016,5,US,2471,24162,14732041
2016,5,ZA,196,14580,7014656
2016,6,AU,435,16378,10848577
2016,6,BD,8,1104,433056
2016,6,CA,625,19699,11460277
2016,6,GB,1119,18876,11366388
2016,6,GH,18,4194,1653880
2016,6,HK,24,920,425512
2016,6,IE,160,21140,10480069
2016,6,IN,358,31236,16110309
2016,6,JM,6,535,262147
2016,6,KE,17,3564,1181894
2016,6,LK,22,1286,668600
2016,6,MY,37,9108,3777480
2016,6,NG,66,10741,4853907
2016,6,NZ,95,10570,5194228
2016,6,PH,50,8798,4262520
2016,6,PK,40,12372,4592732
2016,6,SG,73,10298,4624089
2016,6,TZ,3,380,153008
2016,6,US,1972,20827,12882823
2016,6,ZA,154,11480,5510882
2016,7,AU,495,20828,12202865
2016,7,BD,9,740,304811
2016,7,CA,606,20545,11864679
2016,7,GB,1231,20431,11631514
2016,7,GH,19,4085,1630913
2016,7,HK,27,901,403064
2016,7,IE,161,22441,10728038
2016,7,IN,365,35418,19016596
2016,7,JM,4,542,267085
2016,7,KE,15,2940,1029345
2016,7,LK,22,1227,579234
2016,7,MY,39,5967,2471834
2016,7,NG,67,10103,4697330
2016,7,NZ,107,11638,5619747
2016,7,PH,52,6746,3061179
2016,7,PK,38,7955,2959808
2016,7,SG,80,7700,3389213
2016,7,TZ,3,359,161474
2016,7,US,2003,22056,13195615
2016,7,ZA,163,11050,5267611
2016,8,AU,541,22356,12265146
2016,8,BD,8,1903,744912
2016,8,CA,647,23822,13492176
2016,8,GB,1240,23336,12822183
2016,8,GH,21,7684,2778093
2016,8,HK,28,1537,670503
2016,8,IE,168,23435,10682428
2016,8,IN,374,34805,17816834
2016,8,JM,6,958,408599
2016,8,KE,27,5968,2046287
2016,8,LK,22,2305,1094003
2016,8,MY,42,10241,4449099
2016,8,NG,77,23107,10558531
2016,8,NZ,103,15664,7313639
2016,8,PH,181,17867,8231171
2016,8,PK,42,16653,6115644
2016,8,SG,90,13149,5732978
2016,8,TZ,3,505,236669
2016,8,US,2060,24003,13387235
2016,8,ZA,177,16452,7325198
2016,9,AU,527,21276,12002439
2016,9,BD,9,1779,731460
2016,9,CA,632,22961,13256918
2016,9,GB,1183,21686,12103411
2016,9,GH,21,7533,2742854
2016,9,HK,28,1319,570010
2016,9,IE,165,23161,10852852
2016,9,IN,361,33870,16869448
2016,9,JM,6,1140,483101
2016,9,KE,23,7036,2408322
2016,9,LK,21,2102,1053529
2016,9,MY,38,10772,4717298
2016,9,NG,73,23507,10779753
2016,9,NZ,105,15091,7310416
2016,9,PH,57,11754,5367321
2016,9,PK,40,13939,5234905
2016,9,SG,101,14121,6115679
2016,9,TZ,2,349,170200
2016,9,US,2001,22806,13165021
2016,9,ZA,179,17031,7814463
2016,10,AU,520,22968,12706212
2016,10,BD,10,1878,780108
2016,10,CA,661,23607,13712495
2016,10,GB,1323,23436,12856157
2016,10,GH,18,8239,2997151
2016,10,HK,28,1448,615135
2016,10,IE,170,23947,11239919
2016,10,IN,392,34126,17452253
2016,10,JM,6,1060,478258
2016,10,KE,24,6518,2253248
2016,10,LK,21,1915,1022756
2016,10,MY,38,9441,3786843
2016,10,NG,74,23740,11081350
2016,10,NZ,105,16401,7954989
2016,10,PH,56,11046,5062084
2016,10,PK,39,13801,5167537
2016,10,SG,101,14132,6191337
2016,10,TZ,3,318,160420
2016,10,US,2557,26028,15080372
2016,10,ZA,182,16481,7474316
2016,11,AU,516,20954,11800226
2016,11,BD,11,1737,711098
2016,11,CA,666,23044,13764423
2016,11,GB,1298,24625,13330446
2016,11,GH,21,8625,3142793
2016,11,HK,27,1607,689167
2016,11,IE,170,23125,11263557
2016,11,IN,370,29647,15125105
2016,11,JM,7,1064,439667
2016,11,KE,23,6868,2391030
2016,11,LK,24,2040,1133400
2016,11,MY,39,9187,3613103
2016,11,NG,69,22417,10694452
2016,11,NZ,108,15604,7459715
2016,11,PH,56,12029,5522759
2016,11,PK,42,13845,5217315
2016,11,SG,102,13032,5897986
2016,11,TZ,3,140,56867
2016,11,US,2307,24666,14229888
2016,11,ZA,185,15123,7062990
2016,12,AU,454,17182,9533428
2016,12,BD,10,1270,514136
2016,12,CA,630,18277,10964449
2016,12,GB,1211,20605,11035874
2016,12,GH,17,6315,2101518
2016,12,HK,31,1241,549129
2016,12,IE,171,19303,9370925
2016,12,IN,375,26419,12872263
2016,12,JM,8,1075,429386
2016,12,KE,24,5986,2233536
2016,12,LK,24,1808,1011622
2016,12,MY,36,9597,3776216
2016,12,NG,68,19406,8890751
2016,12,NZ,100,12384,5816514
2016,12,PH,55,10604,4925986
2016,12,PK,40,12545,4702907
2016,12,SG,95,10139,4653925
2016,12,TZ,2,95,34083
2016,12,US,2187,22425,12807246
2016,12,ZA,169,12602,5456030
2016,11,AU,516,20954,11800226
2016,11,BD,11,1737,711098
2016,11,CA,666,23044,13764423
2016,11,GB,1298,24625,13330446
2016,11,GH,21,8625,3142793
2016,11,HK,27,1607,689167
2016,11,IE,170,23125,11263557
2016,11,IN,370,29647,15125105
2016,11,JM,7,1064,439667
2016,11,KE,23,6868,2391030
2016,11,LK,24,2040,1133400
2016,11,MY,39,9187,3613103
2016,11,NG,69,22417,10694452
2016,11,NZ,108,15604,7459715
2016,11,PH,56,12029,5522759
2016,11,PK,42,13845,5217315
2016,11,SG,102,13032,5897986
2016,11,TZ,3,140,56867
2016,11,US,2307,24666,14229888
2016,11,ZA,185,15123,7062990
2016,12,AU,464,20358,11238363
2016,12,BD,11,1471,602270
2016,12,CA,647,21690,13147094
2016,12,GB,1255,24247,13091294
2016,12,GH,17,7364,2464608
2016,12,HK,31,1381,612591
2016,12,IE,172,22677,11078978
2016,12,IN,395,31550,15423285
2016,12,JM,8,1235,481896
2016,12,KE,24,6831,2557076
2016,12,LK,24,2180,1232790
2016,12,MY,36,11318,4456564
2016,12,NG,71,22741,10510780
2016,12,NZ,100,14108,6597625
2016,12,PH,55,12311,5724810
2016,12,PK,40,15047,5662964
2016,12,SG,100,11836,5453144
2016,12,TZ,2,100,35799
2016,12,US,2329,26656,15379826
2016,12,ZA,169,14256,6106426
2017,1,AU,485,19773,10550020
2017,1,BD,9,1256,482402
2017,1,CA,646,20941,12669330
2017,1,GB,1291,24667,13377506
2017,1,GH,19,8690,2970382
2017,1,HK,30,1199,515113
2017,1,IE,167,24171,11713634
2017,1,IN,381,31004,15019561
2017,1,JM,8,1059,384158
2017,1,KE,22,7403,2637424
2017,1,LK,24,2133,1165178
2017,1,MY,37,12286,4761815
